hour,value
0,0.0001678002609238989
1,0.00016093968888022657
2,0.0001538714818431875
3,0.000144149568280254
4,0.00013730910318257965
5,0.0001345671723017962
6,0.0001326451124027256
7,0.00013388558786704891
8,0.0001397588678276376
9,0.0001560024077731349
10,0.00017803223436184192
11,0.00019836979472002652
12,0.0002130150376316041
13,0.00022162245190207906
14,0.00023408998945832627
15,0.00025074920973639365
16,0.00026669689033363524
17,0.0002757093159449263
18,0.0002734696483682552
19,0.0002661880614961358
20,0.00025441441874973666
21,0.0002385639901157914
22,0.00021713039602779948
23,0.00019408455314744025
24,0.00017712906317528037
25,0.00016493440560043412
26,0.00015865939706572287
27,0.00015206144635753412
28,0.00014990507898571178
29,0.00015389815432257257
30,0.00016335334309165552
31,0.00017638223375249888
32,0.00018791500349275912
33,0.00020136614001955972
34,0.0002144056996721571
35,0.00022946703326214154
36,0.00024240400645556562
37,0.0002457688423164492
38,0.0002486129493105693
39,0.0002607952965103147
40,0.00028848256114950984
41,0.0003124085958495758
42,0.0003180844994627151
43,0.00031048530491299513
44,0.0002964367048479694
45,0.0002784738158467279
46,0.00025706812527563107
47,0.00023308341112091802
48,0.00021235109806783464
49,0.0001970899260553807
50,0.00019037748885875457
51,0.0001853134108881247
52,0.00018274669767960925
53,0.00018572498776232792
54,0.00019578502629469653
55,0.0002079033595439179
56,0.0002185235201433726
57,0.00022943995043691977
58,0.00023395908913642112
59,0.0002393682679557099
60,0.0002489404052882504
61,0.0002511997694650827
62,0.0002556778735809148
63,0.0002693198209217777
64,0.000300416649118056
65,0.0003290522229858489
66,0.00033708228066409667
67,0.0003334449751676488
68,0.000319778817422421
69,0.00030395670265120754
70,0.00027982549503279507
71,0.0002554694178958747
72,0.00023582657303921156
73,0.0002233750389705954
74,0.00021226041163792544
75,0.0002053473153271564
76,0.00020258568784621168
77,0.00020671417730918119
78,0.0002194361292841781
79,0.00023544289968190348
80,0.00025014518066478143
81,0.00026234517273550465
82,0.0002646792198546152
83,0.00026390243518575505
84,0.0002654047112938886
85,0.0002628273290936191
86,0.00026975232543365225
87,0.00029004679947898407
88,0.0003249996475026676
89,0.00035450310281506656
90,0.0003653087397327066
91,0.00035866195786995135
92,0.0003485563709497098
93,0.0003354626456466689
94,0.0003148669777572043
95,0.0002925051813866125
96,0.0002766789631570322
97,0.00026744084733555987
98,0.00026143297394053583
99,0.0002569581525913973
100,0.00025529830368197366
101,0.0002597144455764651
102,0.00027140478811801545
103,0.0002835325593214807
104,0.0002960706763616391
105,0.00030608803892699166
106,0.00030582582793734473
107,0.000302189753478407
108,0.00029539360573109546
109,0.0002927119956883059
110,0.0002973960934141579
111,0.00031391743749109645
112,0.0003430244987252498
113,0.000369421225708045
114,0.0003763659186482395
115,0.0003676280144016961
116,0.00035262412922884876
117,0.00034052056842974834
118,0.0003258847634724147
119,0.00030879262833663604
120,0.00029279570623899127
121,0.00028218867670631073
122,0.0002739563185305733
123,0.00026794680375220246
124,0.00026543712861498735
125,0.00026575842940511807
126,0.00027069653120388314
127,0.0002824233945248992
128,0.0003057979244204496
129,0.00033376709664945293
130,0.00034394203201609563
131,0.00034382631449014815
132,0.00033801951055510373
133,0.0003327412320577201
134,0.00033458122278945206
135,0.00034868193677573786
136,0.00037543976809482313
