hour,value
0,0.00011384335154826958
1,0.00011384335154826958
2,0.00011384335154826958
3,0.00011384335154826958
4,0.00011384335154826958
5,0.00011384335154826958
6,0.00011384335154826958
7,0.00011384335154826958
8,0.00011384335154826958
9,0.00011384335154826958
10,0.00011384335154826958
11,0.00011384335154826958
12,0.00011384335154826958
13,0.00011384335154826958
14,0.00011384335154826958
15,0.00011384335154826958
16,0.00011384335154826958
17,0.00011384335154826958
18,0.00011384335154826958
19,0.00011384335154826958
20,0.00011384335154826958
21,0.00011384335154826958
22,0.00011384335154826958
23,0.00011384335154826958
24,0.00011384335154826958
25,0.00011384335154826958
26,0.00011384335154826958
27,0.00011384335154826958
28,0.00011384335154826958
29,0.00011384335154826958
30,0.00011384335154826958
31,0.00011384335154826958
32,0.00011384335154826958
33,0.00011384335154826958
34,0.00011384335154826958
35,0.00011384335154826958
36,0.00011384335154826958
37,0.00011384335154826958
38,0.00011384335154826958
39,0.00011384335154826958
40,0.00011384335154826958
41,0.00011384335154826958
42,0.00011384335154826958
43,0.00011384335154826958
44,0.00011384335154826958
45,0.00011384335154826958
46,0.00011384335154826958
47,0.00011384335154826958
48,0.00011384335154826958
49,0.00011384335154826958
50,0.00011384335154826958
51,0.00011384335154826958
52,0.00011384335154826958
53,0.00011384335154826958
54,0.00011384335154826958
55,0.00011384335154826958
56,0.00011384335154826958
57,0.00011384335154826958
58,0.00011384335154826958
59,0.00011384335154826958
60,0.00011384335154826958
61,0.00011384335154826958
62,0.00011384335154826958
63,0.00011384335154826958
64,0.00011384335154826958
65,0.00011384335154826958
66,0.00011384335154826958
67,0.00011384335154826958
68,0.00011384335154826958
69,0.00011384335154826958
70,0.00011384335154826958
71,0.00011384335154826958
72,0.00011384335154826958
73,0.00011384335154826958
74,0.00011384335154826958
75,0.00011384335154826958
76,0.00011384335154826958
77,0.00011384335154826958
78,0.00011384335154826958
79,0.00011384335154826958
80,0.00011384335154826958
81,0.00011384335154826958
82,0.00011384335154826958
83,0.00011384335154826958
84,0.00011384335154826958
85,0.00011384335154826958
86,0.00011384335154826958
87,0.00011384335154826958
88,0.00011384335154826958
89,0.00011384335154826958
90,0.00011384335154826958
91,0.00011384335154826958
92,0.00011384335154826958
93,0.00011384335154826958
94,0.00011384335154826958
95,0.00011384335154826958
96,0.00011384335154826958
97,0.00011384335154826958
98,0.00011384335154826958
99,0.00011384335154826958
100,0.00011384335154826958
101,0.00011384335154826958
102,0.00011384335154826958
103,0.00011384335154826958
104,0.00011384335154826958
105,0.00011384335154826958
